Requirement ID,Project ID,Project Name,Dataset ID,text,class,subclass,confidence,,Confidence,,
REQ_005_000545,P005,Classification For Total 5 Projects With Confidence,DS005,Four buttons should be provided for designated stored numbers (Operational radio).,NFR,Performance,0.5,,,,
REQ_005_000546,P005,Classification For Total 5 Projects With Confidence,DS005,The emergency button shall be designed to avoid accidental use (Operational radio).,FR,Functional,0.8,,,,
REQ_005_000547,P005,Classification For Total 5 Projects With Confidence,DS005,"If shunting mode is implemented, the link assurance button shall be designed to avoid accidental use (Operational radio).",FR,Functional,0.8,,,,
REQ_005_000548,P005,Classification For Total 5 Projects With Confidence,DS005,A dedicated Push-To-Talk button shall be provided (Operational radio).,FR,Functional,0.8,,,,
REQ_005_000549,P005,Classification For Total 5 Projects With Confidence,DS005,A visual and audible alarm shall be given when the remaining capacity of the battery is such as to enable only 10 minutes of full duplex call time (Operational radio).,FR,Functional,0.8,,,,
REQ_005_000550,P005,Classification For Total 5 Projects With Confidence,DS005,A visual indication shall be provided to the user if the network service is no longer available (Operational radio).,FR,Functional,0.8,,,,
REQ_005_000551,P005,Classification For Total 5 Projects With Confidence,DS005,An audible indication should be provided to the user if the network service is no longer available (Operational radio).,FR,Functional,0.2,,,,
REQ_005_000552,P005,Classification For Total 5 Projects With Confidence,DS005,The primary controller's MMI should queue all incoming calls or call requests.,FR,Functional,0.2,,,,
REQ_005_000553,P005,Classification For Total 5 Projects With Confidence,DS005,"The primary controller's MMI should display the queue to the controller, showing the functional identity and priority of callers.",FR,Functional,0.2,,,,
REQ_005_000554,P005,Classification For Total 5 Projects With Confidence,DS005,High priority calls should be identified and presented at the top of the queue on the primary controller's MMI.,FR,Functional,0.2,,,,
REQ_005_000555,P005,Classification For Total 5 Projects With Confidence,DS005,The primary controller's MMI should allow the controller to select any of the incoming calls currently queued by the system.,FR,Functional,0.2,,,,
REQ_005_000556,P005,Classification For Total 5 Projects With Confidence,DS005,"The primary controller's MMI should allow the controller to establish a call of Railway emergency, public emergency or railway operation priority to any mobile by selection from the display.",FR,Functional,0.2,,,,
REQ_005_000557,P005,Classification For Total 5 Projects With Confidence,DS005,"The primary controller's MMI should allow the controller to establish, close, enter and leave group calls (at Railway emergency, public emergency or railway operation priority).",FR,Functional,0.2,,,,
REQ_005_000558,P005,Classification For Total 5 Projects With Confidence,DS005,The primary controller's MMI should allow sending and receiving of text messages.,FR,Functional,0.2,,,,
REQ_005_000559,P005,Classification For Total 5 Projects With Confidence,DS005,"For post incident analysis, the controller equipment should provide the possibility to record all operational speech and data calls.",FR,Functional,0.2,,,,
REQ_005_000560,P005,Classification For Total 5 Projects With Confidence,DS005,It should be possible for calls to be answered automatically according to incoming call priority as defined in section 10.2.,FR,Functional,0.2,,,,
REQ_005_000561,P005,Classification For Total 5 Projects With Confidence,DS005,The EIRENE system shall enable users to originate and receive calls by functional number.,NFR,Performance,1,,,,
REQ_005_000562,P005,Classification For Total 5 Projects With Confidence,DS005,Each mobile shall be identified by a unique telephone number.,NFR,Performance,1,,,,
REQ_005_000563,P005,Classification For Total 5 Projects With Confidence,DS005,Every on-train function shall be identified by a unique standard number.,NFR,Performance,1,,,,
REQ_005_000564,P005,Classification For Total 5 Projects With Confidence,DS005,Every on-engine/coach function shall be identified by a unique standard number.,NFR,Performance,1,,,,
REQ_005_000565,P005,Classification For Total 5 Projects With Confidence,DS005,Every shunting team number shall be based on an association of a service area identifier and a shunting team identifier.,FR,Functional,1,,,,
REQ_005_000566,P005,Classification For Total 5 Projects With Confidence,DS005,Every maintenance team number shall be based on an association of a service area identifier.,FR,Functional,1,,,,
REQ_005_000567,P005,Classification For Total 5 Projects With Confidence,DS005,Every maintenance team number shall be based on an association of a type of maintenance team (speciality code).,FR,Functional,1,,,,
REQ_005_000568,P005,Classification For Total 5 Projects With Confidence,DS005,Every maintenance team number shall be based on an association of a maintenance team identifier.,FR,Functional,1,,,,
REQ_005_000569,P005,Classification For Total 5 Projects With Confidence,DS005,Every controller number shall be based on an association of a controller location.,FR,Functional,1,,,,
REQ_005_000570,P005,Classification For Total 5 Projects With Confidence,DS005,Every controller number shall be based on an association of a controller identifier.,FR,Functional,1,,,,
REQ_005_000571,P005,Classification For Total 5 Projects With Confidence,DS005,The numbering for other teams shall be treated in the same way as maintenance teams in 9.2.4.2.,NFR,Performance,1,,,,
REQ_005_000572,P005,Classification For Total 5 Projects With Confidence,DS005,Group call service areas shall be freely configurable within the operational responsibility of each railway network.,FR,Functional,0.8,,,,
REQ_005_000573,P005,Classification For Total 5 Projects With Confidence,DS005,"Telephone numbers can be defined on a national basis, but codes for certain functions shall be used on an international basis in order to allow interoperability.",NFR,Performance,1,,,,
REQ_005_000574,P005,Classification For Total 5 Projects With Confidence,DS005,Standardised telephone numbers shall be implemented for routing calls to the most appropriate ERTMS/ETCS RBC.,NFR,Performance,1,,,,
REQ_005_000575,P005,Classification For Total 5 Projects With Confidence,DS005,Standardised telephone numbers shall be implemented for Railway emergency calls.,NFR,Performance,1,,,,
REQ_005_000576,P005,Classification For Total 5 Projects With Confidence,DS005,Standardised telephone numbers shall be implemented for routing calls to the primary controller.,NFR,Performance,1,,,,
REQ_005_000577,P005,Classification For Total 5 Projects With Confidence,DS005,Standardised telephone numbers shall be implemented for routing calls to the secondary controller.,NFR,Performance,1,,,,
REQ_005_000578,P005,Classification For Total 5 Projects With Confidence,DS005,Standardised telephone numbers shall be implemented for routing calls to the power supply controller.,NFR,Performance,1,,,,
REQ_005_000579,P005,Classification For Total 5 Projects With Confidence,DS005,Standardised telephone numbers shall be implemented for Public emergency calls.,NFR,Performance,1,,,,
REQ_005_000580,P005,Classification For Total 5 Projects With Confidence,DS005,"In network boundary areas, the pre-defined local area shall be allocated on a bilateral basis.",FR,Functional,0.8,,,,
REQ_005_000581,P005,Classification For Total 5 Projects With Confidence,DS005,Authorised users within the EIRENE network shall be able to receive calls from calling parties outside the EIRENE network.,FR,Functional,0.8,,,,
REQ_005_000582,P005,Classification For Total 5 Projects With Confidence,DS005,"Five levels of priority shall be defined: Railway emergency, control-command (safety), public emergency and group calls between drivers in the same area, railway operation, railway information.",FR,Functional,0.8,,,,
REQ_005_000583,P005,Classification For Total 5 Projects With Confidence,DS005,"In order to provide interoperability, priorities shall be allocated consistently across all EIRENE networks, as shown in the following table.",FR,Functional,0.8,,,,
REQ_005_000584,P005,Classification For Total 5 Projects With Confidence,DS005,Railway emergency calls shall have automatic answering.,FR,Functional,0.8,,,,
REQ_005_000585,P005,Classification For Total 5 Projects With Confidence,DS005,Railway emergency calls shall pre-empt Control-command (safety) and below.,FR,Functional,0.8,,,,
REQ_005_000586,P005,Classification For Total 5 Projects With Confidence,DS005,Control-command (safety) calls shall have automatic answering.,FR,Functional,0.8,,,,
REQ_005_000587,P005,Classification For Total 5 Projects With Confidence,DS005,"Control-command (safety) calls shall pre-empt Public emergency, group calls between drivers in the same area and below.",FR,Functional,0.8,,,,
